Fecha,Precio,Cap_de_mercado,24h_Volumen,Volatilidad_a_30_dias
19-01-14,5.477,791125231.118,19869758.602,0.310
19-01-15,6.008,865870579.604,32637415.938,0.322
19-01-16,5.826,836972571.056,27558825.281,0.315
19-01-17,6.060,875623955.731,37246934.993,0.305
19-01-18,6.294,908980505.457,36717390.157,0.306
19-01-19,6.455,932231950.677,38221945.401,0.303
19-01-20,6.529,943088563.658,32231147.203,0.301
19-01-21,6.400,924843287.131,32852311.390,0.297
19-01-22,6.488,937294752.651,34108855.494,0.296
19-01-23,6.449,930093998.410,33172193.607,0.296
19-01-24,6.444,926816549.631,36033504.694,0.267
19-01-25,6.431,929515668.575,25112669.422,0.264
19-01-26,6.677,964393101.074,41426440.473,0.252
19-01-27,6.938,1002204225.207,45776064.186,0.217
19-01-28,7.024,1018634228.005,56051898.837,0.214
19-01-29,6.158,891822520.331,67014938.625,0.250
19-01-30,6.261,904087868.804,56355880.387,0.248
19-01-31,6.135,886231112.976,41083004.986,0.249
19-02-01,6.230,899814627.650,51789005.947,0.249
19-02-02,6.526,943085781.058,55173635.476,0.248
19-02-03,6.886,994615955.610,63752961.364,0.252
19-02-04,6.728,981881034.157,70050588.979,0.254
19-02-05,7.057,1019274201.148,78011771.937,0.251
19-02-06,7.703,1117271761.289,102929718.596,0.265
19-02-07,7.999,1154130751.239,127535275.818,0.262
19-02-08,7.747,1119073265.741,92044067.915,0.264
19-02-09,8.575,1238651393.803,103365663.362,0.257
19-02-10,8.832,1275790488.861,106057509.080,0.257
19-02-11,9.005,1292369337.516,138758410.575,0.255
19-02-12,9.400,1357706132.227,145656086.835,0.242
19-02-13,9.290,1350152715.961,116196069.719,0.230
19-02-14,8.845,1277643654.673,104438607.503,0.234
19-02-15,8.692,1251539499.556,81113577.379,0.235
19-02-16,9.261,1337661455.981,83134182.420,0.239
19-02-17,9.083,1313189982.361,76132713.201,0.241
19-02-18,9.208,1328906712.421,63513820.225,0.241
19-02-19,9.557,1380396380.205,89244306.455,0.240
19-02-20,10.484,1514339453.271,114786491.521,0.254
19-02-21,11.089,1601780326.178,131715216.785,0.256
19-02-22,10.417,1504486906.966,95826113.222,0.267
